country,article_name,revision_id,article_quality
Zambia,Besnat Jere,791225634,Start
Albania,Besnik Mustafaj,791225701,Start
Ghana,Elizabeth Afoley Quaye,791226788,Start
Denmark,Joachim Godske Moltke,791229061,Start
Denmark,Adam Wilhelm Moltke,791230360,Start
Austria,Walter Pfrimer,791231315,Start
Yemen,Mahmoud al-Subaihi,791233128,Start
Yemen,Aidarus al-Zoubaidi,791233164,Start
Spain,José Antonio Lacayo de Briones y Palacios,791234709,Start
Ghana,Stephen Mahamudu Yakubu,791236244,Start
Seychelles,Pamela Charlette,791237923,Start
Romania,Constantin Ticu Dumitrescu,791240462,Start
Fiji,Berenado Vunibobo,791241985,Start
Belgium,Ben Weyts,791242330,Start
France,Louis Charles Marie de La Trémoille,791242499,Start
Cameroon,Bernard Muna,791242629,Start
Belgium,Bert Wollants,791243653,Start
Kenya,Beth Wambui Mugo,791245298,Start
Canada,Dwayne Provo,791246571,Start
Indonesia,Subroto (politician),791250515,Start
China,Liu Jing (politician),791254138,Start
Pakistan,Dodo Maheri,791261128,Start
Lithuania,Audra Dagelytė,791262531,Start
Germany,Bettina Herlitzius,791262865,Start
Austria,Elmar Lichtenegger,791265773,Start
Pitcairn Islands,Betty Christian,791265995,Start
Australia,Michael McHugh,791266371,Start
Germany,Gunhild Hoffmeister,791267235,Start
Germany,Ilona Slupianek,791268484,Start
South Sudan,Betty Ogwaro,791268866,Start
Andorra,Roser Bastida Areny,791271217,Start
Malaysia,Sapawi Ahmad,791273016,Start
Australia,Bev Cains,791274171,Start
Estonia,Jaak Uudmäe,791275368,Start
New Zealand,Carey Carrington,791280757,Start
Austria,Liese Prokop,791282875,Start
Chile,Manuel Rodríguez Erdoíza,791283908,Start
China,Ma Rong,791285269,Start
Slovakia,Milan Haborák,791285765,Start
Ukraine,Boris Aleksandrovich Pelikan,791286354,Start
Iran,Beytollah Abdollahi,791288962,Start
Pakistan,Asif Bashir Bhagat,791289920,Start
Finland,Sari Essayah,791294341,Start
Russia,Dmitri Nossov,791294785,Start
India,Bhagwan Singh Gyanee,791295147,Start
Algeria,List of mayors of Oran,791295370,Start
Poland,Aleksy Ćwiakowski,791296465,Start
Turkey,Kemal Türkler,791297248,Start
Poland,Witold Bańka,791298157,Start
France,Daniel Labaronne,791299991,Start
Mozambique,Amade Camal,791300192,Start
Ghana,Edward Mahama,791301387,Start
Australia,Leader of the Government in the Senate (Australia),791301968,Start
Nepal,Bharat Mohan Adhikari,791303774,Start
Sri Lanka,Bharatha Lakshman Premachandra,791305079,Start
Bulgaria,Nikolay Banev,791307332,Start
Netherlands,Willem Anne Schimmelpenninck van der Oye,791307457,Start
Israel,Gonen Segev,791310470,Start
Ghana,Sophia Horner-Sam,791311050,Start
Algeria,List of mayors of Algiers,791312936,Start
Canada,Stephen Kakfwi,791313003,Start
Nepal,Bhim Bahadur Rawal,791315512,Start
Italy,Giuseppe Spinelli (politician),791316595,Start
New Zealand,"Thomas Shailer Weston, Jr.",791316755,Start
Australia,Jim Small,791318138,Start
Albania,Bedri Pejani,791318611,Start
Albania,Hajdar Blloshmi,791318746,Start
Albania,Dervish Hima,791318784,Start
Tunisia,Khemaies Jhinaoui,791318815,Start
India,Bhojsing Gurdinomal Pahalajani,791319177,Start
Armenia,Vagarshak Ter-Vaganyan,791319812,Start
Italy,Antonio Pestalozza,791320761,Start
Italy,Carlo Villa (mayor),791321801,Start
Philippines,Cynthia Villar,791322602,Start
Turkey,Celal Adan,791322856,Start
Turkey,Ayla Akat Ata,791322982,Start
Turkey,Halil Akıncı,791323082,Start
Turkey,İhsan Arslan,791323293,Start
Turkey,Emine Ayna,791323494,Start
Angola,Kimpa Vita,791323586,Start
Turkey,Sevahir Bayındır,791323659,Start
Turkey,Kemal Cenap Berksoy,791323773,Start
Turkey,İsmail Bilen,791324225,Start
Turkey,Yaşar Halit Çevik,791324539,Start
Turkey,Ahmet Dağtekin,791324666,Start
Turkey,Nurettin Demirtaş,791324756,Start
Syria,Said al-Ghazzi,791325617,Start
Turkey,Mustafa Destici,791327418,Start
Denmark,Orla Lehmann,791327502,Start
Afghanistan,Sayed Yousuf Mirranay,791329143,Start
United Kingdom,"Michael Levy, Baron Levy",791329247,Start
Italy,Biagio Pace,791331949,Start
Ghana,Cabinet of Ghana,791332371,Start
Ireland,"Robert Preston, 1st Viscount Gormanston",791332591,Start
Italy,Antonio Durini,791332944,Start
Iraq,Hareth Shanshal Sunaid,791336038,Start
Belgium,Raoul Hedebouw,791336951,Start
France,Chouan,791345671,Start
France,Marie Lebec,791349216,Start
Italy,Piero Parini,791351563,Start
Italy,Gian Giacomo Gallarati Scotti,791354112,Start
France,Henri Longchambon,791359065,Start
Saudi Arabia,Muhammad bin Abdulaziz Al Saud,791359522,Start
Thailand,Akanat Promphan,791359636,Start
Thailand,Weng Tojirakarn,791359859,Start
Italy,Giuseppe De Capitani D'Arzago,791362731,Start
South Africa,Mohammed Valli Moosa,791365360,Start
Australia,Susan Renouf,791366554,Start
Greece,Georgios Maris,791366741,Start
Greece,Panagiotis Markopoulos,791368164,Start
India,Kumar Sushant Singh,791368367,Start
Greece,Christoforos Stratos,791369042,Start
Greece,Periklis Rallis,791369408,Start
Nepal,Bidur Prasad Sapkota,791370619,Start
Japan,Tarō Yamamoto,791370681,Start
Czech Republic,Martin Jahn,791374581,Start
Luxembourg,Camille Polfer,791375096,Start
South Africa,Clarence Makwetu,791380466,Start
South Africa,Eschel Rhoodie,791383816,Start
South Korean,Lee Wan-koo,791389950,Start
Sri Lanka,H. D. Abeygoonewardane,791391463,Start
Nigeria,Maitama Sule,791392061,Start
Norway,Peder A. Aarøe,791392446,Start
Vietnam,List of heads of state of Vietnam,791392764,Start
Cuba,Alcibiades Hidalgo,791394160,Start
Germany,Karl Otto Paetel,791394586,Start
Australia,Gil Langley,791394894,Start
Spain,Ignacio Fernández de Agüero,791395090,Start
Argentina,Juan Báez de Alpoim,791396285,Start
United States,Julien Gunn,791396847,Start
Spain,Juan de Fustes,791398122,Start
Moldova,Stanislav Hazheev,791398160,Start
Italy,Luigi Freddi,791399209,Start
Spain,Francisco García Romero,791403471,Start
Spain,Joseph Zenzano,791405801,Start
Spain,Isabel Oyarzábal Smith,791409369,Start
Tunisia,Taieb Hadhri,791410548,Start
New Zealand,John Channing Buckland,791410774,Start
Tuvalu,Bikenibeu Paeniu,791411127,Start
Mali,Bilal Ag Acherif,791413726,Start
Turkey,Bilal Macit,791414062,Start
Albania,Bilbil Klosi,791415808,Start
Afghanistan,Habiba Sarobi,791417213,Start
India,Kamal Kishore Bhagat,791419006,Start
India,Rasheed Masood,791419100,Start
India,Jagdish Sharma,791419261,Start
Nigeria,Salisu Abubakar Maikasuwa,791421640,Start
United States,Bill Evans (politician),791429003,Start
Haiti,Raymond Joseph,791430072,Start
United States,Bill Gwatney,791431553,Start
Russia,Irina Khakamada,791432502,Start
India,C.P. Narayanan,791432933,Start
Ukraine,Mykola Yankovsky,791433973,Start
Russia,Karl von Struve,791434101,Start
Bangladesh,Narayan Chandra Chanda,791435128,Start
United Kingdom,James Cracknell,791438023,Start
Germany,Johann von Leuchselring,791438265,Start
Pakistan,Masood Abbas,791438905,Start
Pakistan,Laiq Muhammad Khan,791438943,Start
Pakistan,Himayat Ullah Mayar,791439336,Start
Pakistan,Mufti Ajmal Khan,791439820,Start
Pakistan,Mehboob Ullah Jan,791440148,Start
Pakistan,Mohammad Qasim,791440156,Start
Pakistan,Muhammad Nawaz Allai,791441465,Start
Comoros,Minister of Foreign Affairs (Comoros),791441841,Start
Ecuador,Carlos Alberto Arroyo del Río,791443211,Start
Canada,Bill Smith (Alberta politician),791447432,Start
Australia,Bill Sykes,791448632,Start
Poland,Jan Ciechanowicz,791449120,Start
Pakistan,Raja Habib ur Rahman Khan,791454294,Start
Pakistan,Fazaldad Wahla,791455279,Start
Barbados,Billie Miller,791456307,Start
Jamaica,Marie Atkins,791460025,Start
France,Étienne Pinte,791460529,Start
Chile,Fernando Márquez de la Plata,791463616,Start
Turkey,Önder Sav,791464760,Start
Kenya,Victor Munyaka,791469113,Start
Iran,Mohammad Forouzandeh,791470991,Start
Tunisia,Mohammed Mzali,791471526,Start
Pakistan,Muhammad Tariq Khattak,791472640,Start
Pakistan,Muzafer-ul-Mulk,791474559,Start
Brazil,Francisco Pereira Passos,791474639,Start
Pakistan,Pervaiz Khan,791474988,Start
Pakistan,Dilawar Shah,791476189,Start
Pakistan,Alla-ud-Din,791477646,Start
Italy,Luigi Barbiano di Belgioioso,791477670,Start
Italy,Luigi Mangiagalli,791478172,Start
Pakistan,Haider Ali Shah,791478358,Start
Italy,Angelo Filippetti,791478599,Start
Belgium,Alexis-Michel Eenens,791479115,Start
Australia,Joseph O'Carroll,791481044,Start
Italy,Emilio Caldara,791481292,Start
Pakistan,Lal Muhammad Khan,791482245,Start
Italy,Emanuele Greppi,791482847,Start
India,Binay Ranjan Sen,791485337,Start
Sierra Leone,Bindi Hindowa Samba,791486457,Start
Ecuador,Francisco Arízaga Luque,791488268,Start
Italy,Bassano Gabba,791488865,Start
Italy,Giuseppe Mussi,791489379,Start
Italy,Giuseppe Vigoni,791490100,Start
Brazil,Gérson Bergher,791490380,Start
Italy,Gaetano Negri,791491432,Start
Brazil,Binho Marques,791492596,Start
Tanzania,Binilith Mahenge,791493199,Start
Ghana,Vida Amaadi Yeboah,791493454,Start
Haiti,Williams Régala,791494606,Start
Italy,Giulio Belinzaghi,791495469,Start
Italy,Pietro Giubilo,791496320,Start
Italy,Ugo Vetere,791497413,Start
Italy,Luigi Petroselli,791498687,Start
Russia,Konstantin Malofeev,791499473,Start
Italy,Rinaldo Santini,791500052,Start
Italy,Glauco Della Porta,791500713,Start
Italy,Urbano Ciocchetti,791501349,Start
Netherlands,Ep Wieldraaijer,791501883,Start
Nigeria,Biodun Ogunbiyi,791503119,Start
Italy,Salvatore Rebecchini,791503279,Start
Italy,Filippo Andrea VI Doria Pamphili,791503628,Start
Pakistan,Munir Khan Orakzai,791503669,Start
Italy,Giovanni Orgera,791503861,Start
Italy,Giangiacomo Borghese,791504113,Start
Italy,Francesco Boncompagni Ludovisi,791504743,Start
Italy,Ettore Ponti,791505210,Start
Italy,Ludovico Spada Veralli Potenziani,791505263,Start
Italy,Filippo Cremonesi,791505614,Start
Egypt,Mustafa Khalil,791507333,Start
Italy,Giannetto Valli,791508517,Start
Italy,Luigi Rava,791508838,Start
Italy,Enrico Cruciani Alibrandi,791509383,Start
Italy,Augusto Armellini,791509706,Start
Italy,Alessandro Guiccioli,791510098,Start
Italy,Pietro Venturi,791511267,Start
Italy,Luigi Pianciani,791512386,Start
Italy,Francesco Rospigliosi Pallavicini,791512934,Start
Malaysia,Nor Mohamed Yakcop,791513182,Start
Italy,Onorato Caetani,791513220,Start
Italy,Alberto Blanc,791514013,Start
Nicaragua,Francisco Navarro,791514498,Start
Italy,Luigi Amedeo Melegari,791514634,Start
Italy,Pompeo Di Campello,791514978,Start
Ukraine,Hromada (political party),791517822,Start
Namibia,Lucia Basson,791521544,Start
Belgium,Eudore Pirmez,791522290,Start
Nepal,Sadrul Miya Haque,791531714,Start
Germany,Alfred Müller-Armack,791531948,Start
Spain,Antón Higueras de Santana,791536534,Start
Taiwan,Jay N. Shih,791538727,Start
Israel,Anat Hoffman,791539335,Start
Nauru,Itubwa Amram,791544207,Start
Nauru,Kenas Aroi,791544320,Start
Nauru,Kennan Adeang,791544988,Start
Nauru,Russell Kun,791545390,Start
Nauru,Dominic Tabuna,791545522,Start
Nauru,Aloysius Amwano,791545579,Start
Nauru,Landon Deireragea,791545612,Start
Nauru,René Harris,791546922,Start
Germany,Richard Schauffele,791548986,Start
Italy,Enrico Costa (politician),791549032,Start
Spain,Antón García Caro,791553760,Start
China,Wang Menghui,791554518,Start
Bolivia,Óscar Únzaga,791555189,Start
Thailand,Krasae Chanawongse,791557175,Start
India,Khagendra Nath Dasgupta,791557518,Start
Spain,Doris Benegas,791558225,Start
Kiribati,President of Kiribati,791559101,Start
Guyana,Joey Jagan,791565920,Start
Djibouti,Ali Aref Bourhan,791566575,Start
Chile,Gustavo Alessandri Valdés,791566721,Start
Philippines,Mario Montejo,791574231,Start
Pakistan,Mohammad Kamran Khan,791582291,Start
Iceland,Björgvin G. Sigurðsson,791583421,Start
Italy,Ernesto Belloni,791585340,Start
Spain,Ignacio Hernando de Larramendi y Montiano,791586217,Start
Fiji,Sidiq Koya,791586580,Start
Pakistan,Hameed Ullah Jan Afridi,791589709,Start
Pakistan,Zafar Beg Bhittani,791592384,Start
New Zealand,Heather Tanguay,791594053,Start
"Korea, South",Myocheong,791599868,Start
Israel,Yosef Sapir,791603562,Start
Ghana,Otiko Afisa Djaba,791606509,Start
India,Shurhozelie Liezietsu,791609826,Start
Montenegro,Stana Tomašević,791612533,Start
Estonia,Taavi Aas,791614203,Start
Turkey,Fahri Kasırga,791624020,Start
Italy,Giuseppe Pasolini,791625381,Start
Turkey,Ünal Erkan,791626128,Start
Netherlands,Roland van Vliet,791629614,Start
Italy,Rinaldo Ossola,791633680,Start
Germany,Max von Oppenheim,791634849,Start
Spain,Rodrigo Rato,791635336,Start
Austria,Leopold Poetsch,791639312,Start
Pakistan,Malik Shakeel Awan,791644363,Start
Iran,Saadat Ali Khan I,791646519,Start
Russia,Dmitry Lobanov-Rostovsky,791647415,Start
Pakistan,Raja Muhammad Asad Khan,791655504,Start
Pakistan,Raja Muhammad Safdar Khan,791655802,Start
United Kingdom,Albert McElroy,791658645,Start
Vietnam,Phạm Bình Minh,791658947,Start
Bosnia-Herzegovina,Nikola Špirić,791660210,Start
Pakistan,Nadeem Afzal Gondal,791664511,Start
Poland,Stanisław Marcin Badeni,791664976,Start
Lesotho,List of Prime Ministers of Lesotho,791665253,Start
Mexico,Blanca Jiménez Castillo,791665285,Start
Paraguay,Blanca Ovelar,791665420,Start
Bosnia-Herzegovina,Zlatko Lagumdžija,791666908,Start
Spain,Blas Infante,791672678,Start
Spain,Blas de Peralta,791673042,Start
Rwanda,Anastase Gasana,791676386,Start
Norway,Lars Oftedal (born 1838),791677667,Start
Taiwan,Lin Wen-lang,791678228,Start
Taiwan,Chiu Chang,791678597,Start
Albania,List of Ministers of Foreign Affairs of Albania,791679071,Start
Slovenia,Blaž Kavčič (politician),791679825,Start
Pakistan,Rana Muhammad Farooq Saeed Khan,791682507,Start
Haiti,Jean-Chrisostôme Imbert,791682848,Start
Norway,Inger Elin Utsi,791682852,Start
France,Karine Claireaux,791684052,Start
France,Michel Vergoz,791684083,Start
Norway,Silje Karine Muotka,791684401,Start
Russia,Mikhail Babich,791684671,Start
Belarus,Pavel Pavlovich Kozlovsky,791685454,Start
Guadeloupe,Jacques Cornano,791685556,Start
Guadeloupe,Jacques Gillot,791685684,Start
French Guiana,Antoine Karam,791685731,Start
France,Jean-Baptiste Lemoyne (politician),791685778,Start
French Guiana,Georges Patient,791685933,Start
Norway,Olina Storsand,791687301,Start
Zimbabwe,Blessing Chebundo,791690130,Start
Nigeria,Blessing Didia,791690154,Start
France,Louis André,791690846,Start
Gabon,Sylvestre Oyouomi,791692346,Start
Mexico,Rosario Ybarra,791692361,Start
India,Arun Kumar Singh,791693207,Start
Albania,Kostandin Boshnjaku,791693230,Start
Russia,Valerian Safonovich,791693235,Start
Congo,Jean-Pierre Nonault,791693551,Start
Benin,Paul Kpoffon,791694319,Start
Albania,Ramadan Çitaku,791694358,Start
Hungary,Gedeon Ráday (interior minister),791696837,Start
Algeria,Mohamed Belouizdad,791704982,Start
Brazil,Eduardo Paes,791706644,Start
Argentina,Eduardo Camaño,791708178,Start
Brazil,Marco Aurélio Garcia,791712278,Start
China,Chen Rong (painter),791717211,Start
India,Jaffer Hussain,791722663,Start
Nigeria,Babachi Lawal,791726285,Start
India,Amarnath Gami,791730250,Start
United States,A. A. Ames,791732995,Start
Armenia,Eduard Nalbandyan,791733725,Start
Togo,Pascal Bodjona,791734121,Start
Ireland,Edward J. McCormack Jr.,791734335,Start
Slovakia,Anton Neuwirth,791735982,Start
Brazil,Aurélio Miguel,791739712,Start
Japan,Ryoko Tani,791739965,Start
Romania,Ioan Grigore Ghica,791745204,Start
France,Laurence Vichnievsky,791745633,Start
Tuvalu,Toaripi Lauti,791750337,Start
Djibouti,Mahmoud Harbi,791751283,Start
Sweden,Jerzy Einhorn,791755482,Start
Nepal,Ram Bachhan Ahir (Yadhav),791755741,Start
Netherlands,Ankie Broekers-Knol,791756146,Start
Netherlands,Jan Elias Nicolaas Schimmelpenninck van der Oye,791756251,Start
Poland,Maria Koc,791757623,Start
Morocco,Abbas El Fassi,791759538,Start
United Kingdom,Ethel Froud,791760145,Start
Morocco,Abderrahmane Youssoufi,791760146,Start
Somalia,Abdi Farah Shirdon,791760327,Start
Iran,Abdolali Bazargan,791760673,Start
Comoros,Abdou Soulé Elbak,791761149,Start
Myanmar,Bo Let Ya,791761794,Start
Denmark,Bo Libergren,791761811,Start
Russia,Yevgeny Roizman,791761826,Start
Kenya,Joseph Ole Nkaissery,791763444,Start
Syria,Abdulbaset Sieda,791764297,Start
India,Jagannath Mishra,791767179,Start
Nigeria,Bob-Manuel Udokwu,791767952,Start
Iran,Mohammed Kazem Yazdi,791768293,Start
Iran,Sayyed Ibrahim Estahbanati,791769199,Start
Turkey,Birsel Lemke,791781211,Start
Turkey,Mehmet Ocaktan,791781335,Start
Turkey,Hanefi Mahçiçek,791781597,Start
Turkey,Ecmel Kutay,791781699,Start
Turkey,Filiz Koçali,791781817,Start
Turkey,Emre Köprülü,791781920,Start
Turkey,Mustafa Tuncer,791782151,Start
New Zealand,Bob Jones (businessman),791785074,Start
China,Gu Kaizhi,791789391,Start
Vanuatu,Bob Loughman,791789508,Start
Comoros,Bianrifi Tarmidi,791791677,Start
Italy,Marcello Visconti di Modrone,791792623,Start
Pakistan,Fozia Behram,791795500,Start
Liberia,Sie-A-Nyene Yuoh,791797232,Start
Botswana,President of Botswana,791798186,Start
Nigeria,Kate Henshaw,791798551,Start
Chechen,Ruslan Khasbulatov,791803238,Start
Albania,Astrit Patozi,791805823,Start
Nepal,Kamal Thapa,791812974,Start
United States,Bobby Carter,791815119,Start
Bangladesh,Ziaul Haque Zia,791816487,Start
Salvadoran,Óscar Osorio,791821555,Start
Iceland,Rannveig Guðmundsdóttir,791821661,Start
Iceland,Þórhildur Þorleifsdóttir,791821706,Start
Iceland,Halldóra Eldjárn,791821914,Start
Iceland,Matthías Bjarnason,791822104,Start
United Kingdom,"Immanuel Jakobovits, Baron Jakobovits",791823636,Start
India,Gurjeet Singh Aujla,791824057,Start
Ghana,Paul Okoh,791824223,Start
Nigeria,Pauline Tallen,791824810,Start
Croatia,Neven Mimica,791826853,Start
Brazil,Celso Lafer,791827547,Start
Hungary,Zoltán Meskó,791829700,Start
France,Fabien Di Filippo,791830292,Start
Iceland,Kjartan Jóhannsson,791830382,Start
Albania,Idhomene Kosturi,791836458,Start
Azerbaijan,Zakir Hasanov,791840913,Start
Slovakia,List of Slovak politicians,791841710,Start
Argentina,Pedro Eugenio Aramburu,791842191,Start
Malawi,Jean Kalilani,791845528,Start
Argentina,Juan Pablo Schiavi,791845963,Start
Switzerland,Otto Stich,791848981,Start
Switzerland,Willi Ritschard,791849062,Start
Switzerland,Lilian Uchtenhagen,791849699,Start
Switzerland,Jean-Pascal Delamuraz,791850116,Start
Switzerland,Karl Scheurer,791850293,Start
Switzerland,Eduard Müller (Swiss politician),791850486,Start
Switzerland,Philipp Etter,791850644,Start
Switzerland,Jean Bourgknecht,791850708,Start
Switzerland,Roger Bonvin,791850778,Start
Switzerland,Hans Hürlimann,791850822,Start
Switzerland,Alphons Egli,791850872,Start
Switzerland,Ruth Dreifuss,791851341,Start
Switzerland,Adolf Ogi,791851588,Start
Switzerland,Corina Casanova,791852747,Start
Switzerland,Annemarie Huber-Hotz,791852890,Start
Switzerland,François Couchepin,791852949,Start
Switzerland,Hans Schatzmann,791853070,Start
Switzerland,Gottlieb Ringier,791853199,Start
Switzerland,Adolf von Steiger,791853296,Start
Switzerland,Robert Käslin,791853346,Start
Switzerland,George Bovet,791853442,Start
Switzerland,Karl Huber (politician),791853571,Start
Switzerland,Charles Oser,791853607,Start
Switzerland,Oskar Leimgruber,791853666,Start
Switzerland,Ursula Wyss,791853941,Start
Switzerland,Nelly Wicky,791854057,Start
Switzerland,Christine Egerszegi,791854238,Start
Switzerland,Jacqueline Fehr,791854466,Start
Switzerland,Ursula Koch,791854766,Start
Switzerland,Chantal Galladé,791855311,Start
Switzerland,Regula Rytz,791855368,Start
Switzerland,Marlies Bänziger,791855430,Start
Switzerland,Balthasar Glättli,791855523,Start
Switzerland,Daniel Jositsch,791855978,Start
Switzerland,Alfred Rasser,791856215,Start
Poland,Bogdan Lis,791861723,Start
Switzerland,Johann Konrad Kern,791862470,Start
Switzerland,Jonas Furrer,791862732,Start
Switzerland,François Briatte,791862804,Start
Switzerland,Johann Jakob Rüttimann,791862857,Start
Switzerland,Paul Migy,791862903,Start
Switzerland,Johann Jakob Stehlin,791863022,Start
Switzerland,Friedrich Peyer im Hof,791863055,Start
Switzerland,Johann Baptist Weder,791863114,Start
Switzerland,Hans von Hallwyl (1835–1909),791863439,Start
Switzerland,Josef Stutz,791863505,Start
Burkina Faso,Bognessan Arsène Yé,791864611,Start
United States,Claybourn – Claiborne – Clayborn family,791866288,Start
Poland,Bogusław Ziętek,791867309,Start
Ukraine,Bohdan Boyko,791868522,Start
Ukraine,Bohdan Horyn,791868614,Start
Netherlands,Louis Napoleon van der Goes van Dirxland,791869596,Start
Sweden,Camilla Sköld Jansson,791869635,Start
Angola,Juilão Mateus Paulo,791871708,Start
Portugal,Francisco Cunha Leal,791873643,Start
Saudi Arabia,Ibn Humaid,791873772,Start
Brazil,José Fortunati,791874707,Start
France,Georges Képénékian,791875602,Start
Ireland,Mary Flaherty (politician),791878122,Start
Macedonia,Bojan Bojanovski,791879937,Start
Palestinian Territory,Khalida Jarrar,791881528,Start
Pakistan,Khan Abdul Jabbar Khan,791881599,Start
Papua New Guinea,Boka Kondra,791882182,Start
Samoan,Tuimaleali'ifano,791884820,Start
Nigeria,Bola Afonja,791885383,Start
Thailand,Charun Rattanakun Seriroengrit,791888323,Start
Bolivia,"Bolivian National Congress, 1993–97",791893213,Start
New Zealand,William Murison,791894738,Start
Taiwan,Wu Ming-ji,791898698,Start
Lebanon,Tony Frangieh,791899296,Start
Sierra Leone,Bomba Jawara,791902005,Start
Israel,Beit HaNassi,791902460,Start
Ecuador,Alfredo Palacio,791902949,Start
Ecuador,Jamil Mahuad,791903111,Start
Colombia,Jacquin Strouss Lucena,791903719,Start
Colombia,Ana Milena Muñoz Gómez,791903802,Start
Colombia,Rosa Helena Álvarez Yepes,791903923,Start
Colombia,Susana López Navia,791904073,Start
Colombia,Carolina Correa Londoño,791904126,Start
Colombia,Bertha Hernández Fernández,791904170,Start
Colombia,Lorenza Villegas Restrepo,791904204,Start
Uruguay,Danilo Astori,791905287,Start
Finland,Jaakko Laakso,791905434,Start
Costa Rica,Rafael Ángel Calderón Fournier,791906045,Start
Costa Rica,León Cortés Castro,791906342,Start
Hondura,Rosa Elena Bonilla,791906998,Start
Hondura,Xiomara Castro,791907048,Start
Salvadoran,Lourdes Rodríguez de Flores,791907279,Start
Salvadoran,Álvaro Magaña,791907345,Start
Armenia,Rita Sargsyan,791908393,Start
Austria,Margot Klestil-Löffler,791908476,Start
Kenya,Bonaya Godana,791911378,Start
Salvadoran,Salvador Castaneda Castro,791911972,Start
Japan,Kenji Ogiwara,791916774,Start
France,Marion Lenne,791921627,Start
France,Dimitri Houbron,791921895,Start
Kenya,Bonny Khalwale,791924531,Start
Turkey,Mehmet Müezzinoğlu,791935428,Start
Sri Lanka,Sarath Amunugama (politician),791935612,Start
Pakistan,Mir Thebo,791937926,Start
Monaco,Jean Reymond,791944495,Start
Panama,Ricardo Joaquín Alfaro Jované,791945261,Start
China,Han Changfu,791945751,Start
Pakistan,Haidar Abbas Rizvi,791947558,Start
India,Hari Dev Joshi,791948212,Start
Taiwan,Chang Ching-hui,791953403,Start
Jamaica,Olivia Grange,791953909,Start
Spain,Ignacio Astarloa,791954042,Start
Taiwan,Chen Hsiu-hui,791954596,Start
Turkey,İsmet Yılmaz,791955886,Start
China,Ni Yuanlu,791959620,Start
Italy,Christian Abbiati,791960239,Start
Australia,David Dalgleish,791960444,Start
Canada,25th Canadian Ministry,791960968,Start
Thailand,Banyat Bantadtan,791961097,Start
United States,John Sandy,791962485,Start
Ghana,John Peter Amewu,791962906,Start
Netherlands,Boris Dittrich,791964967,Start
Norway,Henriette Westhrin,791965195,Start
Canada,John Norquay,791965408,Start
Canada,James McKay (fur trader),791967092,Start
Canada,Maxime Goulet,791967189,Start
Japan,Purge (occupied Japan),791970043,Start
Macedonia,Boris Trajkovski,791970429,Start
Moldova,Boris Vieru,791970688,Start
India,As'ad Madani,791972162,Start
Russia,Mikhail Loris-Melikov,791974031,Start
United Kingdom,Cosmo Haskard,791974408,Start
Montserratian,Wilfred Bennett Davidson-Houston,791981452,Start
Chile,Francisco Bilbao,791981999,Start
Netherlands,Schelto van Heemstra,791982850,Start
Nepal,Padma Bahadur Khatri,791984174,Start
Yemen,Ja'da bint al-Ash'at,791988806,Start
Macedonia,Mirvan Xhemaili,791991542,Start
India,V. C. Palanisami Gounder,791994111,Start
Ukraine,Kostiantyn Sytnyk,791995878,Start
Belarus,Lidia Yermoshina,792003552,Start
Argentina,Oscar Camilión,792006357,Start
"Korea, South",Pak Chun-hong,792007741,Start
Morocco,Khadija Ryadi,792008880,Start
Saudi Arabia,Mutaib bin Abdulaziz Al Saud,792009065,Start
Somaliland,List of Presidents of Somaliland,792010538,Start
Cambodia,Khieu Samphan,792012094,Start
Somalia,Botan Ise Alin,792014850,Start
United States,List of Italian-American politicians by state,792015412,Start
Finland,Anna Kontula,792015541,Start
Italy,Giuseppe Pisanu,792019163,Start
Croatia,Relja Bašić,792023776,Start
Kenya,First Lady of Kenya,792024344,Start
Niger,Boukary Adji,792030177,Start
Iran,Hassan Rahimpour Azghadi,792033404,Start
"Congo, Dem. Rep. of",Charles Kisolokele,792037043,Start
South Korean,Kim Chang-ryong,792037093,Start
Egypt,Suzanne Mubarak,792037116,Start
Laos,Bountiem Phissamay,792037994,Start
Australia,Belinda Neal,792039252,Start
Myanmar,Hso Khan Pha,792040736,Start
Argentina,Rodolfo Frigeri,792041341,Start
Thailand,Seng Saekhu,792041712,Start
Netherlands,Raymond de Roon,792042616,Start
Lebanon,Boutros Harb,792043702,Start
Australia,Phil Cleary,792050981,Start
Jamaica,Edward Morgan (governor),792053148,Start
Netherlands,Peter Lankhorst,792054298,Start
Malaysia,Lily Eberwein,792054412,Start
India,Hemchandra Kanungo,792057608,Start
Italy,Brunetto Latini,792058792,Start
Serbia,Momčilo Janković,792069862,Start
Hondura,Eduardo Gauggel Medina,792070727,Start
Montenegro,Božidar Ivanović,792070904,Start
Slovenia,Božidar Jakac,792070941,Start
Turkey,Beril Dedeoğlu,792071122,Start
Croatia,Božo Kovačević (politician),792071174,Start
Canada,Dominique Anglade,792072340,Start
Canada,Lise Bacon,792072413,Start
Canada,Stephanie Cadieux,792072702,Start
Australia,Rita Saffioti,792072748,Start
Canada,Elinor Caplan,792072753,Start
Turkey,Ayşenur İslam,792072764,Start
Canada,Andrée Champagne,792072814,Start
Canada,Mabel DeWare,792073051,Start
Canada,Sheila Finestone,792073200,Start
Taiwan,Pasuya Yao,792073632,Start
Japan,Seizō Kobayashi,792076395,Start
Japan,Ōta Masahiro,792076699,Start
Germany,Arthur Goldstein,792076847,Start
Thailand,Tawatwong na Chiang Mai,792077127,Start
India,David Jacob Cohen,792077230,Start
